NSP2 / uM,NSP5 / uM,feature
1.993237944,1.414189632,FALSE
3.84837884,0.197702129,FALSE
3.958090637,1.075788172,FALSE
3.225690069,0.830541526,FALSE
2.586143078,0.443635817,FALSE
2.622521434,1.194146596,FALSE
3.022256803,3.266784602,FALSE
2.281764423,1.288256428,FALSE
2.514642017,2.572475082,FALSE
3.23259298,0.993022132,FALSE
1.483654105,1.529340892,FALSE
3.325132547,0.376880863,FALSE
3.565218067,3.447725836,FALSE
3.304575985,3.249627813,FALSE
1.811893497,3.399784699,FALSE
2.967713971,2.371002391,FALSE
4.155451994,1.434394132,FALSE
4.450350814,1.549302982,FALSE
1.880292044,1.084991609,FALSE
2.178218641,3.390042654,FALSE
1.648370162,1.346839755,FALSE
1.858094105,1.476061231,FALSE
1.078997545,3.456966417,FALSE
2.015812063,1.172963905,FALSE
4.951920814,0.514658836,FALSE
1.085766874,5.406266092,FALSE
1.361705175,5.362329658,FALSE
2.325773307,0.866515566,FALSE
2.625110707,2.900771272,FALSE
3.560485884,0.53623695,FALSE
4.068865336,1.029670794,FALSE
